,Bird Class,Image Path,Image Size
4338,Hoopoe,Data/Hoopoe/Common Hoopoe(190).jpeg,"(441, 660, 3)"
4339,Hoopoe,Data/Hoopoe/Common Hoopoe(229).jpeg,"(433, 650, 3)"
4340,Hoopoe,Data/Hoopoe/Common Hoopoe(28).jpeg,"(610, 496, 3)"
4341,Hoopoe,Data/Hoopoe/Common Hoopoe(310).jpeg,"(450, 600, 3)"
4342,Hoopoe,Data/Hoopoe/Common Hoopoe(90).jpeg,"(600, 355, 3)"
4343,Hoopoe,Data/Hoopoe/Common Hoopoe(248).jpeg,"(479, 650, 3)"
4344,Hoopoe,Data/Hoopoe/Common Hoopoe(149).jpeg,"(483, 660, 3)"
4345,Hoopoe,Data/Hoopoe/Common Hoopoe(131).jpeg,"(459, 650, 3)"
4346,Hoopoe,Data/Hoopoe/Common Hoopoe(174).jpeg,"(511, 660, 3)"
4347,Hoopoe,Data/Hoopoe/Common Hoopoe(288).jpeg,"(516, 650, 3)"
4348,Hoopoe,Data/Hoopoe/Common Hoopoe(230).jpeg,"(600, 597, 3)"
4349,Hoopoe,Data/Hoopoe/Common Hoopoe(275).jpeg,"(453, 640, 3)"
4350,Hoopoe,Data/Hoopoe/Common Hoopoe(189).jpeg,"(453, 650, 3)"
4351,Hoopoe,Data/Hoopoe/Common Hoopoe(50).jpeg,"(495, 660, 3)"
4352,Hoopoe,Data/Hoopoe/Common Hoopoe(15).jpeg,"(454, 660, 3)"
4353,Hoopoe,Data/Hoopoe/Common Hoopoe(232).jpeg,"(453, 650, 3)"
4354,Hoopoe,Data/Hoopoe/Common Hoopoe(277).jpeg,"(600, 531, 3)"
4355,Hoopoe,Data/Hoopoe/Common Hoopoe(133).jpeg,"(459, 650, 3)"
4356,Hoopoe,Data/Hoopoe/Common Hoopoe(176).jpeg,"(483, 660, 3)"
4357,Hoopoe,Data/Hoopoe/Common Hoopoe(52).jpeg,"(495, 660, 3)"
4358,Hoopoe,Data/Hoopoe/Common Hoopoe(17).jpeg,"(454, 660, 3)"
4359,Hoopoe,Data/Hoopoe/Common Hoopoe(92).jpeg,"(600, 571, 3)"
4360,Hoopoe,Data/Hoopoe/Common Hoopoe(312).jpeg,"(336, 504, 3)"
4361,Hoopoe,Data/Hoopoe/Common Hoopoe(192).jpeg,"(409, 650, 3)"
4362,Hoopoe,Data/Hoopoe/Common Hoopoe(293).jpeg,"(437, 631, 3)"
4363,Hoopoe,Data/Hoopoe/Common Hoopoe(117).jpeg,"(576, 660, 3)"
4364,Hoopoe,Data/Hoopoe/Common Hoopoe(152).jpeg,"(610, 422, 3)"
4365,Hoopoe,Data/Hoopoe/Common Hoopoe(216).jpeg,"(524, 650, 3)"
4366,Hoopoe,Data/Hoopoe/Common Hoopoe(253).jpeg,"(480, 636, 3)"
4367,Hoopoe,Data/Hoopoe/Common Hoopoe(76).jpeg,"(462, 660, 3)"
4368,Hoopoe,Data/Hoopoe/Common Hoopoe(33).jpeg,"(441, 660, 3)"
4369,Hoopoe,Data/Hoopoe/Common Hoopoe(297).jpeg,"(600, 372, 3)"
4370,Hoopoe,Data/Hoopoe/Common Hoopoe(196).jpeg,"(500, 650, 3)"
4371,Hoopoe,Data/Hoopoe/Common Hoopoe(72).jpeg,"(495, 660, 3)"
4372,Hoopoe,Data/Hoopoe/Common Hoopoe(37).jpeg,"(464, 660, 3)"
4373,Hoopoe,Data/Hoopoe/Common Hoopoe(212).jpeg,"(487, 650, 3)"
4374,Hoopoe,Data/Hoopoe/Common Hoopoe(257).jpeg,"(600, 506, 3)"
4375,Hoopoe,Data/Hoopoe/Common Hoopoe(113).jpeg,"(480, 640, 3)"
4376,Hoopoe,Data/Hoopoe/Common Hoopoe(156).jpeg,"(492, 630, 3)"
4377,Hoopoe,Data/Hoopoe/Common Hoopoe(4).jpeg,"(402, 660, 3)"
4378,Hoopoe,Data/Hoopoe/Common Hoopoe(56).jpeg,"(610, 458, 3)"
4379,Hoopoe,Data/Hoopoe/Common Hoopoe(13).jpeg,"(454, 660, 3)"
4380,Hoopoe,Data/Hoopoe/Common Hoopoe(137).jpeg,"(609, 645, 3)"
4381,Hoopoe,Data/Hoopoe/Common Hoopoe(172).jpeg,"(600, 464, 3)"
4382,Hoopoe,Data/Hoopoe/Common Hoopoe(236).jpeg,"(530, 640, 3)"
4383,Hoopoe,Data/Hoopoe/Common Hoopoe(273).jpeg,"(444, 650, 3)"
4384,Hoopoe,Data/Hoopoe/Common Hoopoe(96).jpeg,"(600, 477, 3)"
4385,Hoopoe,Data/Hoopoe/Common Hoopoe(108).jpeg,"(480, 640, 3)"
4386,Hoopoe,Data/Hoopoe/Common Hoopoe(209).jpeg,"(600, 423, 3)"
4387,Hoopoe,Data/Hoopoe/Common Hoopoe(314).jpeg,"(500, 333, 3)"
4388,Hoopoe,Data/Hoopoe/Common Hoopoe(94).jpeg,"(456, 660, 3)"
4389,Hoopoe,Data/Hoopoe/Common Hoopoe(69).jpeg,"(451, 660, 3)"
4390,Hoopoe,Data/Hoopoe/Common Hoopoe(54).jpeg,"(495, 660, 3)"
4391,Hoopoe,Data/Hoopoe/Common Hoopoe(11).jpeg,"(610, 458, 3)"
4392,Hoopoe,Data/Hoopoe/Common Hoopoe(234).jpeg,"(493, 650, 3)"
4393,Hoopoe,Data/Hoopoe/Common Hoopoe(271).jpeg,"(562, 640, 3)"
4394,Hoopoe,Data/Hoopoe/Common Hoopoe(135).jpeg,"(480, 640, 3)"
4395,Hoopoe,Data/Hoopoe/Common Hoopoe(170).jpeg,"(582, 660, 3)"
4396,Hoopoe,Data/Hoopoe/Common Hoopoe(70).jpeg,"(545, 660, 3)"
4397,Hoopoe,Data/Hoopoe/Common Hoopoe(35).jpeg,"(600, 474, 3)"
4398,Hoopoe,Data/Hoopoe/Common Hoopoe(6).jpeg,"(454, 660, 3)"
4399,Hoopoe,Data/Hoopoe/Common Hoopoe(111).jpeg,"(459, 660, 3)"
4400,Hoopoe,Data/Hoopoe/Common Hoopoe(154).jpeg,"(470, 660, 3)"
4401,Hoopoe,Data/Hoopoe/Common Hoopoe(210).jpeg,"(492, 650, 3)"
4402,Hoopoe,Data/Hoopoe/Common Hoopoe(255).jpeg,"(544, 649, 3)"
4403,Hoopoe,Data/Hoopoe/Common Hoopoe(194).jpeg,"(454, 650, 3)"
4404,Hoopoe,Data/Hoopoe/Common Hoopoe(268).jpeg,"(600, 368, 3)"
4405,Hoopoe,Data/Hoopoe/Common Hoopoe(295).jpeg,"(419, 650, 3)"
4406,Hoopoe,Data/Hoopoe/Common Hoopoe(169).jpeg,"(580, 550, 3)"
4407,Hoopoe,Data/Hoopoe/Common Hoopoe(264).jpeg,"(453, 650, 3)"
4408,Hoopoe,Data/Hoopoe/Common Hoopoe(221).jpeg,"(464, 650, 3)"
4409,Hoopoe,Data/Hoopoe/Common Hoopoe(198).jpeg,"(431, 650, 3)"
4410,Hoopoe,Data/Hoopoe/Common Hoopoe(165).jpeg,"(490, 659, 3)"
4411,Hoopoe,Data/Hoopoe/Common Hoopoe(120).jpeg,"(600, 565, 3)"
4412,Hoopoe,Data/Hoopoe/Common Hoopoe(299).jpeg,"(389, 580, 3)"
4413,Hoopoe,Data/Hoopoe/Common Hoopoe(41).jpeg,"(577, 660, 3)"
4414,Hoopoe,Data/Hoopoe/Common Hoopoe(301).jpeg,"(500, 360, 3)"
4415,Hoopoe,Data/Hoopoe/Common Hoopoe(81).jpeg,"(440, 660, 3)"
4416,Hoopoe,Data/Hoopoe/Common Hoopoe(39).jpeg,"(556, 660, 3)"
4417,Hoopoe,Data/Hoopoe/Common Hoopoe(158).jpeg,"(486, 660, 3)"
4418,Hoopoe,Data/Hoopoe/Common Hoopoe(259).jpeg,"(600, 498, 3)"
4419,Hoopoe,Data/Hoopoe/Common Hoopoe(58).jpeg,"(515, 660, 3)"
4420,Hoopoe,Data/Hoopoe/Common Hoopoe(181).jpeg,"(497, 660, 3)"
4421,Hoopoe,Data/Hoopoe/Common Hoopoe(238).jpeg,"(480, 640, 3)"
4422,Hoopoe,Data/Hoopoe/Common Hoopoe(280).jpeg,"(600, 565, 3)"
4423,Hoopoe,Data/Hoopoe/Common Hoopoe(139).jpeg,"(345, 660, 3)"
4424,Hoopoe,Data/Hoopoe/Common Hoopoe(141).jpeg,"(474, 660, 3)"
4425,Hoopoe,Data/Hoopoe/Common Hoopoe(104).jpeg,"(490, 660, 3)"
4426,Hoopoe,Data/Hoopoe/Common Hoopoe(240).jpeg,"(426, 640, 3)"
4427,Hoopoe,Data/Hoopoe/Common Hoopoe(205).jpeg,"(600, 572, 3)"
4428,Hoopoe,Data/Hoopoe/Common Hoopoe(98).jpeg,"(495, 660, 3)"
4429,Hoopoe,Data/Hoopoe/Common Hoopoe(20).jpeg,"(440, 660, 3)"
4430,Hoopoe,Data/Hoopoe/Common Hoopoe(65).jpeg,"(460, 660, 3)"
4431,Hoopoe,Data/Hoopoe/Common Hoopoe(242).jpeg,"(441, 650, 3)"
4432,Hoopoe,Data/Hoopoe/Common Hoopoe(207).jpeg,"(453, 640, 3)"
4433,Hoopoe,Data/Hoopoe/Common Hoopoe(143).jpeg,"(605, 660, 3)"
4434,Hoopoe,Data/Hoopoe/Common Hoopoe(106).jpeg,"(600, 476, 3)"
4435,Hoopoe,Data/Hoopoe/Common Hoopoe(22).jpeg,"(487, 660, 3)"
4436,Hoopoe,Data/Hoopoe/Common Hoopoe(67).jpeg,"(447, 660, 3)"
4437,Hoopoe,Data/Hoopoe/Common Hoopoe(282).jpeg,"(410, 640, 3)"
4438,Hoopoe,Data/Hoopoe/Common Hoopoe(183).jpeg,"(495, 660, 3)"
4439,Hoopoe,Data/Hoopoe/Common Hoopoe(83).jpeg,"(610, 497, 3)"
4440,Hoopoe,Data/Hoopoe/Common Hoopoe(303).jpeg,"(460, 596, 3)"
4441,Hoopoe,Data/Hoopoe/Common Hoopoe(8).jpeg,"(596, 660, 3)"
4442,Hoopoe,Data/Hoopoe/Common Hoopoe(167).jpeg,"(477, 660, 3)"
4443,Hoopoe,Data/Hoopoe/Common Hoopoe(122).jpeg,"(422, 610, 3)"
4444,Hoopoe,Data/Hoopoe/Common Hoopoe(266).jpeg,"(600, 638, 3)"
4445,Hoopoe,Data/Hoopoe/Common Hoopoe(223).jpeg,"(427, 640, 3)"
4446,Hoopoe,Data/Hoopoe/Common Hoopoe(43).jpeg,"(461, 660, 3)"
4447,Hoopoe,Data/Hoopoe/Common Hoopoe(87).jpeg,"(496, 660, 3)"
4448,Hoopoe,Data/Hoopoe/Common Hoopoe(307).jpeg,"(456, 618, 3)"
4449,Hoopoe,Data/Hoopoe/Common Hoopoe(47).jpeg,"(440, 660, 3)"
4450,Hoopoe,Data/Hoopoe/Common Hoopoe(262).jpeg,"(433, 650, 3)"
4451,Hoopoe,Data/Hoopoe/Common Hoopoe(227).jpeg,"(491, 650, 3)"
4452,Hoopoe,Data/Hoopoe/Common Hoopoe(163).jpeg,"(513, 660, 3)"
4453,Hoopoe,Data/Hoopoe/Common Hoopoe(126).jpeg,"(479, 660, 3)"
4454,Hoopoe,Data/Hoopoe/suban_Hoopoe2.jpg,"(480, 640, 3)"
4455,Hoopoe,Data/Hoopoe/Common Hoopoe(26).jpeg,"(454, 660, 3)"
4456,Hoopoe,Data/Hoopoe/Common Hoopoe(63).jpeg,"(495, 660, 3)"
4457,Hoopoe,Data/Hoopoe/Common Hoopoe(147).jpeg,"(600, 435, 3)"
4458,Hoopoe,Data/Hoopoe/Common Hoopoe(102).jpeg,"(506, 660, 3)"
4459,Hoopoe,Data/Hoopoe/Common Hoopoe(246).jpeg,"(600, 598, 3)"
4460,Hoopoe,Data/Hoopoe/Common Hoopoe(203).jpeg,"(488, 650, 3)"
4461,Hoopoe,Data/Hoopoe/Common Hoopoe(187).jpeg,"(524, 660, 3)"
4462,Hoopoe,Data/Hoopoe/Common Hoopoe(286).jpeg,"(421, 640, 3)"
4463,Hoopoe,Data/Hoopoe/Common Hoopoe(284).jpeg,"(483, 650, 3)"
4464,Hoopoe,Data/Hoopoe/Common Hoopoe(178).jpeg,"(468, 650, 3)"
4465,Hoopoe,Data/Hoopoe/Common Hoopoe(185).jpeg,"(600, 512, 3)"
4466,Hoopoe,Data/Hoopoe/Common Hoopoe(279).jpeg,"(565, 646, 3)"
4467,Hoopoe,Data/Hoopoe/Common Hoopoe(19).jpeg,"(454, 660, 3)"
4468,Hoopoe,Data/Hoopoe/Common Hoopoe(24).jpeg,"(500, 660, 3)"
4469,Hoopoe,Data/Hoopoe/Common Hoopoe(61).jpeg,"(495, 660, 3)"
4470,Hoopoe,Data/Hoopoe/Common Hoopoe(244).jpeg,"(600, 446, 3)"
4471,Hoopoe,Data/Hoopoe/Common Hoopoe(201).jpeg,"(460, 650, 3)"
4472,Hoopoe,Data/Hoopoe/Common Hoopoe(145).jpeg,"(532, 649, 3)"
4473,Hoopoe,Data/Hoopoe/Common Hoopoe(100).jpeg,"(517, 660, 3)"
4474,Hoopoe,Data/Hoopoe/suban_Hoopoe0.jpg,"(480, 640, 3)"
4475,Hoopoe,Data/Hoopoe/Common Hoopoe(45).jpeg,"(468, 660, 3)"
4476,Hoopoe,Data/Hoopoe/Common Hoopoe(161).jpeg,"(403, 660, 3)"
4477,Hoopoe,Data/Hoopoe/Common Hoopoe(124).jpeg,"(499, 660, 3)"
4478,Hoopoe,Data/Hoopoe/Common Hoopoe(260).jpeg,"(480, 640, 3)"
4479,Hoopoe,Data/Hoopoe/Common Hoopoe(225).jpeg,"(600, 550, 3)"
4480,Hoopoe,Data/Hoopoe/Common Hoopoe(218).jpeg,"(488, 650, 3)"
4481,Hoopoe,Data/Hoopoe/Common Hoopoe(119).jpeg,"(495, 650, 3)"
4482,Hoopoe,Data/Hoopoe/Common Hoopoe(78).jpeg,"(520, 660, 3)"
4483,Hoopoe,Data/Hoopoe/Common Hoopoe(305).jpeg,"(550, 556, 3)"
4484,Hoopoe,Data/Hoopoe/Common Hoopoe(85).jpeg,"(534, 660, 3)"
4485,Hoopoe,Data/Hoopoe/Common Hoopoe(283).jpeg,"(417, 600, 3)"
4486,Hoopoe,Data/Hoopoe/Common Hoopoe(182).jpeg,"(600, 487, 3)"
4487,Hoopoe,Data/Hoopoe/Common Hoopoe(66).jpeg,"(370, 660, 3)"
4488,Hoopoe,Data/Hoopoe/Common Hoopoe(23).jpeg,"(422, 660, 3)"
4489,Hoopoe,Data/Hoopoe/Common Hoopoe(206).jpeg,"(600, 531, 3)"
4490,Hoopoe,Data/Hoopoe/Common Hoopoe(243).jpeg,"(505, 641, 3)"
4491,Hoopoe,Data/Hoopoe/Common Hoopoe(107).jpeg,"(459, 660, 3)"
4492,Hoopoe,Data/Hoopoe/Common Hoopoe(142).jpeg,"(449, 660, 3)"
4493,Hoopoe,Data/Hoopoe/Common Hoopoe(42).jpeg,"(392, 660, 3)"
4494,Hoopoe,Data/Hoopoe/Common Hoopoe(123).jpeg,"(475, 660, 3)"
4495,Hoopoe,Data/Hoopoe/Common Hoopoe(166).jpeg,"(498, 650, 3)"
4496,Hoopoe,Data/Hoopoe/Common Hoopoe(222).jpeg,"(457, 650, 3)"
4497,Hoopoe,Data/Hoopoe/Common Hoopoe(267).jpeg,"(613, 650, 3)"
4498,Hoopoe,Data/Hoopoe/Common Hoopoe(9).jpeg,"(480, 660, 3)"
4499,Hoopoe,Data/Hoopoe/Common Hoopoe(82).jpeg,"(600, 542, 3)"
4500,Hoopoe,Data/Hoopoe/Common Hoopoe(302).jpeg,"(462, 607, 3)"
4501,Hoopoe,Data/Hoopoe/Common Hoopoe(159).jpeg,"(470, 660, 3)"
4502,Hoopoe,Data/Hoopoe/Common Hoopoe(258).jpeg,"(477, 648, 3)"
4503,Hoopoe,Data/Hoopoe/Common Hoopoe(300).jpeg,"(400, 600, 3)"
4504,Hoopoe,Data/Hoopoe/Common Hoopoe(80).jpeg,"(532, 660, 3)"
4505,Hoopoe,Data/Hoopoe/Common Hoopoe(38).jpeg,"(352, 660, 3)"
4506,Hoopoe,Data/Hoopoe/Common Hoopoe(40).jpeg,"(467, 660, 3)"
4507,Hoopoe,Data/Hoopoe/Common Hoopoe(220).jpeg,"(600, 585, 3)"
4508,Hoopoe,Data/Hoopoe/Common Hoopoe(265).jpeg,"(569, 650, 3)"
4509,Hoopoe,Data/Hoopoe/Common Hoopoe(199).jpeg,"(488, 650, 3)"
4510,Hoopoe,Data/Hoopoe/Common Hoopoe(121).jpeg,"(499, 650, 3)"
4511,Hoopoe,Data/Hoopoe/Common Hoopoe(164).jpeg,"(480, 660, 3)"
4512,Hoopoe,Data/Hoopoe/Common Hoopoe(298).jpeg,"(409, 620, 3)"
4513,Hoopoe,Data/Hoopoe/Common Hoopoe(99).jpeg,"(495, 660, 3)"
4514,Hoopoe,Data/Hoopoe/Common Hoopoe(64).jpeg,"(495, 660, 3)"
4515,Hoopoe,Data/Hoopoe/Common Hoopoe(21).jpeg,"(454, 660, 3)"
4516,Hoopoe,Data/Hoopoe/Common Hoopoe(105).jpeg,"(505, 660, 3)"
4517,Hoopoe,Data/Hoopoe/Common Hoopoe(140).jpeg,"(480, 640, 3)"
4518,Hoopoe,Data/Hoopoe/Common Hoopoe(204).jpeg,"(600, 460, 3)"
4519,Hoopoe,Data/Hoopoe/Common Hoopoe(241).jpeg,"(600, 592, 3)"
4520,Hoopoe,Data/Hoopoe/Common Hoopoe(180).jpeg,"(473, 650, 3)"
4521,Hoopoe,Data/Hoopoe/Common Hoopoe(239).jpeg,"(360, 640, 3)"
4522,Hoopoe,Data/Hoopoe/Common Hoopoe(281).jpeg,"(597, 568, 3)"
4523,Hoopoe,Data/Hoopoe/Common Hoopoe(138).jpeg,"(536, 660, 3)"
4524,Hoopoe,Data/Hoopoe/Common Hoopoe(59).jpeg,"(524, 660, 3)"
4525,Hoopoe,Data/Hoopoe/Common Hoopoe(200).jpeg,"(509, 650, 3)"
4526,Hoopoe,Data/Hoopoe/Common Hoopoe(245).jpeg,"(536, 640, 3)"
4527,Hoopoe,Data/Hoopoe/Common Hoopoe(101).jpeg,"(440, 660, 3)"
4528,Hoopoe,Data/Hoopoe/Common Hoopoe(144).jpeg,"(578, 660, 3)"
4529,Hoopoe,Data/Hoopoe/Common Hoopoe(60).jpeg,"(495, 660, 3)"
4530,Hoopoe,Data/Hoopoe/Common Hoopoe(25).jpeg,"(454, 660, 3)"
4531,Hoopoe,Data/Hoopoe/Common Hoopoe(18).jpeg,"(454, 660, 3)"
4532,Hoopoe,Data/Hoopoe/Common Hoopoe(285).jpeg,"(419, 600, 3)"
4533,Hoopoe,Data/Hoopoe/Common Hoopoe(179).jpeg,"(436, 650, 3)"
4534,Hoopoe,Data/Hoopoe/Common Hoopoe(184).jpeg,"(483, 660, 3)"
4535,Hoopoe,Data/Hoopoe/Common Hoopoe(278).jpeg,"(525, 650, 3)"
4536,Hoopoe,Data/Hoopoe/Common Hoopoe(79).jpeg,"(600, 493, 3)"
4537,Hoopoe,Data/Hoopoe/Common Hoopoe(304).jpeg,"(381, 620, 3)"
4538,Hoopoe,Data/Hoopoe/Common Hoopoe(84).jpeg,"(609, 406, 3)"
4539,Hoopoe,Data/Hoopoe/Common Hoopoe(219).jpeg,"(488, 650, 3)"
4540,Hoopoe,Data/Hoopoe/Common Hoopoe(118).jpeg,"(537, 660, 3)"
4541,Hoopoe,Data/Hoopoe/Common Hoopoe(125).jpeg,"(610, 407, 3)"
4542,Hoopoe,Data/Hoopoe/Common Hoopoe(160).jpeg,"(452, 660, 3)"
4543,Hoopoe,Data/Hoopoe/Common Hoopoe(224).jpeg,"(600, 499, 3)"
4544,Hoopoe,Data/Hoopoe/Common Hoopoe(261).jpeg,"(480, 640, 3)"
4545,Hoopoe,Data/Hoopoe/Common Hoopoe(44).jpeg,"(507, 660, 3)"
4546,Hoopoe,Data/Hoopoe/Common Hoopoe(226).jpeg,"(600, 400, 3)"
4547,Hoopoe,Data/Hoopoe/Common Hoopoe(263).jpeg,"(501, 650, 3)"
4548,Hoopoe,Data/Hoopoe/Common Hoopoe(127).jpeg,"(600, 567, 3)"
4549,Hoopoe,Data/Hoopoe/Common Hoopoe(162).jpeg,"(484, 660, 3)"
4550,Hoopoe,Data/Hoopoe/Common Hoopoe(46).jpeg,"(510, 660, 3)"
4551,Hoopoe,Data/Hoopoe/Common Hoopoe(86).jpeg,"(498, 660, 3)"
4552,Hoopoe,Data/Hoopoe/Common Hoopoe(306).jpeg,"(450, 600, 3)"
4553,Hoopoe,Data/Hoopoe/Common Hoopoe(186).jpeg,"(486, 650, 3)"
4554,Hoopoe,Data/Hoopoe/Common Hoopoe(287).jpeg,"(430, 600, 3)"
4555,Hoopoe,Data/Hoopoe/Common Hoopoe(103).jpeg,"(600, 509, 3)"
4556,Hoopoe,Data/Hoopoe/Common Hoopoe(146).jpeg,"(610, 433, 3)"
4557,Hoopoe,Data/Hoopoe/Common Hoopoe(202).jpeg,"(600, 546, 3)"
4558,Hoopoe,Data/Hoopoe/Common Hoopoe(247).jpeg,"(590, 650, 3)"
4559,Hoopoe,Data/Hoopoe/Common Hoopoe(62).jpeg,"(448, 660, 3)"
4560,Hoopoe,Data/Hoopoe/Common Hoopoe(27).jpeg,"(454, 660, 3)"
4561,Indian_hornbill,Data/Indian_hornbill/Great Hornbill(45).jpeg,"(495, 660, 3)"
4562,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(15).jpeg,"(467, 660, 3)"
4563,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(50).jpeg,"(600, 484, 3)"
4564,Indian_hornbill,Data/Indian_hornbill/Malabar Pied Hornbill(5).jpeg,"(495, 660, 3)"
4565,Indian_hornbill,Data/Indian_hornbill/Malabar Pied Hornbill(57).jpeg,"(600, 419, 3)"
4566,Indian_hornbill,Data/Indian_hornbill/Malabar Pied Hornbill(12).jpeg,"(495, 660, 3)"
4567,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(90).jpeg,"(501, 650, 3)"
4568,Indian_hornbill,Data/Indian_hornbill/Malabar Pied Hornbill(97).jpeg,"(500, 610, 3)"
4569,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(28).jpeg,"(548, 650, 3)"
4570,Indian_hornbill,Data/Indian_hornbill/Great Hornbill(6).jpeg,"(440, 660, 3)"
4571,Indian_hornbill,Data/Indian_hornbill/Great Hornbill(78).jpeg,"(483, 640, 3)"
4572,Indian_hornbill,Data/Indian_hornbill/Great Hornbill(85).jpeg,"(600, 473, 3)"
4573,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(103).jpeg,"(600, 432, 3)"
4574,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(146).jpeg,"(507, 735, 3)"
4575,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(49).jpeg,"(536, 650, 3)"
4576,Indian_hornbill,Data/Indian_hornbill/Great Hornbill(103).jpeg,"(488, 600, 3)"
4577,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(127).jpeg,"(600, 500, 3)"
4578,Indian_hornbill,Data/Indian_hornbill/Great Hornbill(19).jpeg,"(519, 660, 3)"
4579,Indian_hornbill,Data/Indian_hornbill/Great Hornbill(61).jpeg,"(519, 660, 3)"
4580,Indian_hornbill,Data/Indian_hornbill/Great Hornbill(24).jpeg,"(506, 660, 3)"
4581,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(89).jpeg,"(600, 388, 3)"
4582,Indian_hornbill,Data/Indian_hornbill/Malabar Pied Hornbill(73).jpeg,"(600, 646, 3)"
4583,Indian_hornbill,Data/Indian_hornbill/Malabar Pied Hornbill(36).jpeg,"(476, 660, 3)"
4584,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(31).jpeg,"(600, 446, 3)"
4585,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(74).jpeg,"(455, 650, 3)"
4586,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(118).jpeg,"(600, 635, 3)"
4587,Indian_hornbill,Data/Indian_hornbill/Great Hornbill(63).jpeg,"(610, 429, 3)"
4588,Indian_hornbill,Data/Indian_hornbill/Great Hornbill(26).jpeg,"(440, 660, 3)"
4589,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(33).jpeg,"(452, 650, 3)"
4590,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(76).jpeg,"(580, 442, 3)"
4591,Indian_hornbill,Data/Indian_hornbill/Malabar Pied Hornbill(71).jpeg,"(451, 650, 3)"
4592,Indian_hornbill,Data/Indian_hornbill/Malabar Pied Hornbill(34).jpeg,"(528, 660, 3)"
4593,Indian_hornbill,Data/Indian_hornbill/Great Hornbill(101).jpeg,"(473, 650, 3)"
4594,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(125).jpeg,"(418, 617, 3)"
4595,Indian_hornbill,Data/Indian_hornbill/Malabar Pied Hornbill(95).jpeg,"(522, 638, 3)"
4596,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(92).jpeg,"(474, 640, 3)"
4597,Indian_hornbill,Data/Indian_hornbill/Malabar Pied Hornbill(68).jpeg,"(479, 650, 3)"
4598,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(101).jpeg,"(596, 471, 3)"
4599,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(144).jpeg,"(600, 435, 3)"
4600,Indian_hornbill,Data/Indian_hornbill/Great Hornbill(87).jpeg,"(397, 650, 3)"
4601,Indian_hornbill,Data/Indian_hornbill/Great Hornbill(4).jpeg,"(610, 407, 3)"
4602,Indian_hornbill,Data/Indian_hornbill/Great Hornbill(47).jpeg,"(507, 660, 3)"
4603,Indian_hornbill,Data/Indian_hornbill/Great Hornbill(118).jpeg,"(504, 360, 3)"
4604,Indian_hornbill,Data/Indian_hornbill/Malabar Pied Hornbill(7).jpeg,"(440, 660, 3)"
4605,Indian_hornbill,Data/Indian_hornbill/Malabar Pied Hornbill(55).jpeg,"(436, 650, 3)"
4606,Indian_hornbill,Data/Indian_hornbill/Malabar Pied Hornbill(10).jpeg,"(444, 660, 3)"
4607,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(17).jpeg,"(610, 406, 3)"
4608,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(52).jpeg,"(600, 524, 3)"
4609,Indian_hornbill,Data/Indian_hornbill/Great Hornbill(121).jpeg,"(600, 544, 3)"
4610,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(105).jpeg,"(600, 617, 3)"
4611,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(140).jpeg,"(600, 516, 3)"
4612,Indian_hornbill,Data/Indian_hornbill/Great Hornbill(83).jpeg,"(640, 427, 3)"
4613,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(96).jpeg,"(600, 463, 3)"
4614,Indian_hornbill,Data/Indian_hornbill/Malabar Pied Hornbill(29).jpeg,"(379, 660, 3)"
4615,Indian_hornbill,Data/Indian_hornbill/Malabar Pied Hornbill(91).jpeg,"(650, 433, 3)"
4616,Indian_hornbill,Data/Indian_hornbill/Malabar Pied Hornbill(101).jpeg,"(441, 600, 3)"
4617,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(13).jpeg,"(462, 650, 3)"
4618,Indian_hornbill,Data/Indian_hornbill/Oriental Pied Hornbill(56).jpeg,"(476, 650, 3)"
4619,Indian_hornbill,Data/Indian_hornbill/Malabar Pied Hornbill(3).jpeg,"(610, 457, 3)"
4620,Indian_hornbill,Data/Indian_hornbill/Malabar Pied Hornbill(51).jpeg,"(477, 652, 3)"
