,Bird Class,Image Path,Image Size
2372,Coppersmith,Data2/Coppersmith/[www.hbw.com][89]372a2115kupfer-schmiedbartvogela.jpg,"(667, 1000, 3)"
2373,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(144).jpeg,"(600, 428, 3)"
2374,Coppersmith,Data2/Coppersmith/[www.hbw.com][631]IMG0321.jpg,"(340, 511, 3)"
2375,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(179).jpeg,"(509, 650, 3)"
2376,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(184).jpeg,"(480, 640, 3)"
2377,Coppersmith,Data2/Coppersmith/[www.hbw.com][904]IMG0185.JPG,"(340, 510, 3)"
2378,Coppersmith,Data2/Coppersmith/[www.hbw.com][312]3787coppersmithbarbetmegalaimahaemacephalabalurannpjavaindonesia2010072211200.jpg,"(340, 467, 3)"
2379,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(60).jpeg,"(602, 660, 3)"
2380,Coppersmith,Data2/Coppersmith/[www.hbw.com][546]CSBIBC1.jpg,"(723, 1000, 3)"
2381,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(25).jpeg,"(444, 660, 3)"
2382,Coppersmith,Data2/Coppersmith/[www.hbw.com][753]img5852.jpg,"(340, 453, 3)"
2383,Coppersmith,Data2/Coppersmith/[www.hbw.com][516]DSC071480.jpg,"(340, 255, 3)"
2384,Coppersmith,Data2/Coppersmith/[www.hbw.com][754]img0463copycoppersmithbarbet.jpg,"(340, 510, 3)"
2385,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(186).jpeg,"(640, 480, 3)"
2386,Coppersmith,Data2/Coppersmith/[www.hbw.com][604]coppersmithbarbet.jpg,"(340, 255, 3)"
2387,Coppersmith,Data2/Coppersmith/[www.hbw.com][188]coppersmithdsc9229.jpg,"(340, 356, 3)"
2388,Coppersmith,Data2/Coppersmith/[www.hbw.com][554]DSC0863aaa.jpg,"(340, 481, 3)"
2389,Coppersmith,Data2/Coppersmith/[www.hbw.com][255]0804040154CoppersmithBarbetMegalaimahaemacephala.jpg,"(800, 533, 3)"
2390,Coppersmith,Data2/Coppersmith/[www.hbw.com][375]coppersmithbarbetkazirangaassamindia2006-01-0811280.jpg,"(340, 442, 3)"
2391,Coppersmith,Data2/Coppersmith/[www.hbw.com][899]coppersmithbarbetindicus5601.jpg,"(340, 452, 3)"
2392,Coppersmith,Data2/Coppersmith/[www.hbw.com][503]img2929.jpg,"(340, 510, 3)"
2393,Coppersmith,Data2/Coppersmith/[www.hbw.com][316]2019-01-25-0258.jpg,"(719, 522, 3)"
2394,Coppersmith,Data2/Coppersmith/[www.hbw.com][222]coppersmithbarbetindicus4301.jpg,"(340, 448, 3)"
2395,Coppersmith,Data2/Coppersmith/[www.hbw.com][451]CoppersmithBarbetMegalaimahaemacephala.jpg,"(340, 567, 3)"
2396,Coppersmith,Data2/Coppersmith/[www.hbw.com][462]Megalaimahaemacephala9indiaJH.jpg,"(340, 315, 3)"
2397,Coppersmith,Data2/Coppersmith/[www.hbw.com][649]img2940.jpg,"(340, 510, 3)"
2398,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(62).jpeg,"(528, 650, 3)"
2399,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(27).jpeg,"(495, 660, 3)"
2400,Coppersmith,Data2/Coppersmith/[www.hbw.com][399]CSBG2.jpg,"(340, 476, 3)"
2401,Coppersmith,Data2/Coppersmith/[www.hbw.com][892]dsc054350.jpg,"(340, 537, 3)"
2402,Coppersmith,Data2/Coppersmith/[www.hbw.com][191]dsc6908-4.jpg,"(340, 549, 3)"
2403,Coppersmith,Data2/Coppersmith/[www.hbw.com][547]img5837.jpg,"(340, 453, 3)"
2404,Coppersmith,Data2/Coppersmith/[www.hbw.com][865]img58380.jpg,"(340, 453, 3)"
2405,Coppersmith,Data2/Coppersmith/[www.hbw.com][204]Psilopogon-haemacephalus001.jpg,"(602, 800, 3)"
2406,Coppersmith,Data2/Coppersmith/[www.hbw.com][776]IMG04821.JPG,"(750, 1000, 3)"
2407,Coppersmith,Data2/Coppersmith/[www.hbw.com][856]37872016010511000.jpg,"(700, 1000, 3)"
2408,Coppersmith,Data2/Coppersmith/[www.hbw.com][640]Psilopogon-haemacephalus003.jpg,"(602, 800, 3)"
2409,Coppersmith,Data2/Coppersmith/[www.hbw.com][716]Megalaimahaemacephalaindica1.jpg,"(340, 451, 3)"
2410,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(103).jpeg,"(451, 660, 3)"
2411,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(146).jpeg,"(592, 527, 3)"
2412,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(202).jpeg,"(489, 650, 3)"
2413,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(86).jpeg,"(457, 660, 3)"
2414,Coppersmith,Data2/Coppersmith/[www.hbw.com][490]img58580.jpg,"(340, 453, 3)"
2415,Coppersmith,Data2/Coppersmith/[www.hbw.com][248]CoppersmithBarbetPstroglowzoltogardly3.jpg,"(340, 383, 3)"
2416,Coppersmith,Data2/Coppersmith/[www.hbw.com][393]coppersimthbarbet.jpg,"(340, 510, 3)"
2417,Coppersmith,Data2/Coppersmith/[www.hbw.com][978]DSC03910.JPG,"(480, 504, 3)"
2418,Coppersmith,Data2/Coppersmith/[www.hbw.com][553]coppersmithbarbetkepcammp.jpg,"(340, 476, 3)"
2419,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(226).jpeg,"(426, 640, 3)"
2420,Coppersmith,Data2/Coppersmith/[www.hbw.com][983]za184753a.jpg,"(340, 510, 3)"
2421,Coppersmith,Data2/Coppersmith/[www.hbw.com][305]IMG09560.jpg,"(340, 453, 3)"
2422,Coppersmith,Data2/Coppersmith/[www.hbw.com][471]MG3372copy.jpg,"(340, 395, 3)"
2423,Coppersmith,Data2/Coppersmith/[www.hbw.com][622]dscn0362.jpg,"(340, 407, 3)"
2424,Coppersmith,Data2/Coppersmith/[www.hbw.com][770]Psilopogon-haemacephalus004.jpg,"(340, 452, 3)"
2425,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(127).jpeg,"(512, 650, 3)"
2426,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(162).jpeg,"(480, 640, 3)"
2427,Coppersmith,Data2/Coppersmith/[www.hbw.com][966]0804040173CoppersmithBarbetMegalaimahaemacephala.jpg,"(340, 227, 3)"
2428,Coppersmith,Data2/Coppersmith/[www.hbw.com][468]dscn0362.jpg,"(800, 958, 3)"
2429,Coppersmith,Data2/Coppersmith/[www.hbw.com][978]CoppersmithBarbets-AdultwithImmatureIIMG8534.jpg,"(340, 333, 3)"
2430,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(46).jpeg,"(440, 660, 3)"
2431,Coppersmith,Data2/Coppersmith/[www.hbw.com][666]IMG0321.jpg,"(666, 1000, 3)"
2432,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(123).jpeg,"(440, 660, 3)"
2433,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(166).jpeg,"(600, 589, 3)"
2434,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(222).jpeg,"(500, 419, 3)"
2435,Coppersmith,Data2/Coppersmith/[www.hbw.com][537]IMG7189.JPG,"(800, 690, 3)"
2436,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(82).jpeg,"(600, 484, 3)"
2437,Coppersmith,Data2/Coppersmith/[www.hbw.com][476]IMG7095.jpg,"(340, 511, 3)"
2438,Coppersmith,Data2/Coppersmith/[www.hbw.com][694]CoppersmithBarbetPstroglowzoltogardly15.jpg,"(340, 406, 3)"
2439,Coppersmith,Data2/Coppersmith/[www.hbw.com][332]coppersmithbarbetkazirangaassamindia2006-01-0811280.jpg,"(340, 442, 3)"
2440,Coppersmith,Data2/Coppersmith/[www.hbw.com][965]DSC32140.JPG,"(340, 517, 3)"
2441,Coppersmith,Data2/Coppersmith/[www.hbw.com][500]CoppersmithBarbetMegalaimahaemacephalainHyderabadAPWIMG9678.jpg,"(340, 312, 3)"
2442,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(42).jpeg,"(490, 660, 3)"
2443,Coppersmith,Data2/Coppersmith/[www.hbw.com][830]DSC03945.JPG,"(333, 288, 3)"
2444,Coppersmith,Data2/Coppersmith/[www.hbw.com][359]Megalaimahaemacephalaindica1.jpg,"(660, 876, 3)"
2445,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(66).jpeg,"(596, 453, 3)"
2446,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(23).jpeg,"(534, 660, 3)"
2447,Coppersmith,Data2/Coppersmith/[www.hbw.com][362]IMG0644copyCoppersmithBarbet.jpg,"(750, 1000, 3)"
2448,Coppersmith,Data2/Coppersmith/[www.hbw.com][13]CoppersmithBarbetIIMG1717.jpg,"(340, 294, 3)"
2449,Coppersmith,Data2/Coppersmith/[www.hbw.com][568]25csb.jpg,"(340, 620, 3)"
2450,Coppersmith,Data2/Coppersmith/[www.hbw.com][141]DSC0863aaa.jpg,"(340, 481, 3)"
2451,Coppersmith,Data2/Coppersmith/[www.hbw.com][543]DSC03910.JPG,"(340, 357, 3)"
2452,Coppersmith,Data2/Coppersmith/[www.hbw.com][427]coppersmithbarbetpstroglowzoltogardly301.jpg,"(340, 383, 3)"
2453,Coppersmith,Data2/Coppersmith/[www.hbw.com][379]Psilopogon-haemacephalus004.jpg,"(602, 800, 3)"
2454,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(182).jpeg,"(605, 438, 3)"
2455,Coppersmith,Data2/Coppersmith/[www.hbw.com][448]IMG8044S.jpg,"(340, 441, 3)"
2456,Coppersmith,Data2/Coppersmith/[www.hbw.com][90]img58570.jpg,"(340, 453, 3)"
2457,Coppersmith,Data2/Coppersmith/[www.hbw.com][556]coppersmithbarbet3.jpg,"(340, 227, 3)"
2458,Coppersmith,Data2/Coppersmith/[www.hbw.com][273]img2929.jpg,"(340, 510, 3)"
2459,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(206).jpeg,"(600, 400, 3)"
2460,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(243).jpeg,"(500, 380, 3)"
2461,Coppersmith,Data2/Coppersmith/[www.hbw.com][476]dscn7045.jpg,"(340, 412, 3)"
2462,Coppersmith,Data2/Coppersmith/[www.hbw.com][303]CoppersmithBarbetMegalaimahaemacephalainHyderabadAPWIMG9678.jpg,"(340, 312, 3)"
2463,Coppersmith,Data2/Coppersmith/[www.hbw.com][483]COPPERSMITHBARBETDGNG5.jpg,"(576, 768, 3)"
2464,Coppersmith,Data2/Coppersmith/[www.hbw.com][273]20130524-Ranthambore-026.jpg,"(340, 227, 3)"
2465,Coppersmith,Data2/Coppersmith/[www.hbw.com][828]CoppersmithBarbetPstroglowzoltogardly3.jpg,"(340, 383, 3)"
2466,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(107).jpeg,"(440, 660, 3)"
2467,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(142).jpeg,"(453, 640, 3)"
2468,Coppersmith,Data2/Coppersmith/[www.hbw.com][17]MG6086.JPG,"(340, 553, 3)"
2469,Coppersmith,Data2/Coppersmith/[www.hbw.com][924]13122944102085954644585733149219717618324944o.jpg,"(765, 1000, 3)"
2470,Coppersmith,Data2/Coppersmith/[www.hbw.com][62]img5839.jpg,"(340, 453, 3)"
2471,Coppersmith,Data2/Coppersmith/[www.hbw.com][214]1o3a1428kupferschmied-bartvogela.jpg,"(667, 1000, 3)"
2472,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(9).jpeg,"(610, 574, 3)"
2473,Coppersmith,Data2/Coppersmith/[www.hbw.com][92]img5853.jpg,"(340, 453, 3)"
2474,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(105).jpeg,"(434, 660, 3)"
2475,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(140).jpeg,"(488, 650, 3)"
2476,Coppersmith,Data2/Coppersmith/[www.hbw.com][371]Megalaimahaemacephalaindica2.jpg,"(620, 930, 3)"
2477,Coppersmith,Data2/Coppersmith/[www.hbw.com][378]LineatedBarbetMegalaimalineata.jpg,"(340, 510, 3)"
2478,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(204).jpeg,"(510, 502, 3)"
2479,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(241).jpeg,"(499, 446, 3)"
2480,Coppersmith,Data2/Coppersmith/[www.hbw.com][376]CoppersmithBarbetIIMG1717.jpg,"(340, 294, 3)"
2481,Coppersmith,Data2/Coppersmith/[www.hbw.com][984]IMG8006.JPG,"(786, 1000, 3)"
2482,Coppersmith,Data2/Coppersmith/[www.hbw.com][737]coppersmithbarbetdsc5568.jpg,"(340, 412, 3)"
2483,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(59).jpeg,"(600, 525, 3)"
2484,Coppersmith,Data2/Coppersmith/[www.hbw.com][119]CoppersmithBarbetMegalaimahaemacephalaPurbalinggaCentralJavaIndonesiaOctober20112.jpg,"(340, 544, 3)"
2485,Coppersmith,Data2/Coppersmith/[www.hbw.com][72]CoppersmithBarbetMegalaimahaemacephalafeedingonFicusreligiosaWIMG8198.jpg,"(340, 317, 3)"
2486,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(99).jpeg,"(483, 660, 3)"
2487,Coppersmith,Data2/Coppersmith/[www.hbw.com][366]img58460.jpg,"(800, 945, 3)"
2488,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(64).jpeg,"(600, 464, 3)"
2489,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(21).jpeg,"(439, 660, 3)"
2490,Coppersmith,Data2/Coppersmith/[www.hbw.com][609]CoppersmithBarbetMegalaimahaemacephalafeedingonFicusreligiosaWIMG8198.jpg,"(600, 559, 3)"
2491,Coppersmith,Data2/Coppersmith/[www.hbw.com][933]P2A3247.jpg,"(340, 258, 3)"
2492,Coppersmith,Data2/Coppersmith/[www.hbw.com][302]coppersmithbarbetdsc5426.jpg,"(264, 640, 3)"
2493,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(239).jpeg,"(524, 360, 3)"
2494,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(180).jpeg,"(603, 460, 3)"
2495,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(138).jpeg,"(488, 650, 3)"
2496,Coppersmith,Data2/Coppersmith/[www.hbw.com][802]IMG2077.JPG,"(340, 510, 3)"
2497,Coppersmith,Data2/Coppersmith/[www.hbw.com][44]LineatedBarbetMegalaimalineata.jpg,"(567, 850, 3)"
2498,Coppersmith,Data2/Coppersmith/[www.hbw.com][229]COPPERSMITHBARBETDGNG5.jpg,"(340, 453, 3)"
2499,Coppersmith,Data2/Coppersmith/[www.hbw.com][862]coppersmithbarbetdsc5434.jpg,"(340, 370, 3)"
2500,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(40).jpeg,"(555, 660, 3)"
2501,Coppersmith,Data2/Coppersmith/[www.hbw.com][326]IMG0863.jpg,"(340, 227, 3)"
2502,Coppersmith,Data2/Coppersmith/[www.hbw.com][65]img58460.jpg,"(340, 402, 3)"
2503,Coppersmith,Data2/Coppersmith/[www.hbw.com][381]IMG80050.JPG,"(800, 942, 3)"
2504,Coppersmith,Data2/Coppersmith/[www.hbw.com][173]25csb.jpg,"(549, 1000, 3)"
2505,Coppersmith,Data2/Coppersmith/[www.hbw.com][510]IMG09560.jpg,"(750, 1000, 3)"
2506,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(159).jpeg,"(426, 650, 3)"
2507,Coppersmith,Data2/Coppersmith/[www.hbw.com][147]2019-01-25-0258.jpg,"(340, 247, 3)"
2508,Coppersmith,Data2/Coppersmith/[www.hbw.com][628]coppersmithbarbetdsc0144.jpg,"(340, 313, 3)"
2509,Coppersmith,Data2/Coppersmith/[www.hbw.com][991]dsc00147.jpg,"(340, 268, 3)"
2510,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(199).jpeg,"(371, 525, 3)"
2511,Coppersmith,Data2/Coppersmith/[www.hbw.com][870]CoppersmithBarbetIMG2464.jpg,"(515, 666, 3)"
2512,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(220).jpeg,"(407, 640, 3)"
2513,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(121).jpeg,"(459, 650, 3)"
2514,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(164).jpeg,"(600, 649, 3)"
2515,Coppersmith,Data2/Coppersmith/[www.hbw.com][286]CoppersmithBarbetMegalaimahaemacephalasinging.jpg,"(340, 307, 3)"
2516,Coppersmith,Data2/Coppersmith/[www.hbw.com][965]CoppersmithBarbetMegalaimaHaemacephalainnestinKolkataIIMG2869.jpg,"(340, 408, 3)"
2517,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(80).jpeg,"(600, 651, 3)"
2518,Coppersmith,Data2/Coppersmith/[www.hbw.com][365]coppersimthbarbet.jpg,"(667, 1000, 3)"
2519,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(38).jpeg,"(471, 660, 3)"
2520,Coppersmith,Data2/Coppersmith/[www.hbw.com][626]Megalaimahaemacephalaindica2.jpg,"(340, 510, 3)"
2521,Coppersmith,Data2/Coppersmith/[www.hbw.com][567]CoppersmithBarbetMegalaimahaemacephalasinging.jpg,"(340, 307, 3)"
2522,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(147).jpeg,"(502, 640, 3)"
2523,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(102).jpeg,"(451, 660, 3)"
2524,Coppersmith,Data2/Coppersmith/[www.hbw.com][203]barbet0.jpg,"(592, 1000, 3)"
2525,Coppersmith,Data2/Coppersmith/[www.hbw.com][311]Megalaimahaemacephalaindica.JPG,"(664, 1000, 3)"
2526,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(203).jpeg,"(577, 550, 3)"
2527,Coppersmith,Data2/Coppersmith/[www.hbw.com][282]coppersmithbarbetdsc5427.jpg,"(260, 640, 3)"
2528,Coppersmith,Data2/Coppersmith/[www.hbw.com][409]1-CoppersmithBarbet.jpg,"(466, 600, 3)"
2529,Coppersmith,Data2/Coppersmith/[www.hbw.com][988]coppersmithbarbetdsc5428.jpg,"(340, 579, 3)"
2530,Coppersmith,Data2/Coppersmith/[www.hbw.com][587]IMG79900.jpg,"(800, 833, 3)"
2531,Coppersmith,Data2/Coppersmith/[www.hbw.com][66]COPPERSMITHBARBETDGNG2.jpg,"(340, 453, 3)"
2532,Coppersmith,Data2/Coppersmith/[www.hbw.com][675]coppersmithbarbetdsc5426.jpg,"(264, 640, 3)"
2533,Coppersmith,Data2/Coppersmith/[www.hbw.com][566]Picture847.jpg,"(750, 600, 3)"
2534,Coppersmith,Data2/Coppersmith/[www.hbw.com][619]CoppersmithBarbetIMG2464.jpg,"(340, 440, 3)"
2535,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(26).jpeg,"(446, 660, 3)"
2536,Coppersmith,Data2/Coppersmith/[www.hbw.com][173]coppersmithbarbetkepcammp.jpg,"(340, 476, 3)"
2537,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(63).jpeg,"(528, 650, 3)"
2538,Coppersmith,Data2/Coppersmith/[www.hbw.com][883]Untitled-9.jpg,"(758, 1000, 3)"
2539,Coppersmith,Data2/Coppersmith/[www.hbw.com][189]DSC001303.jpg,"(340, 472, 3)"
2540,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(187).jpeg,"(480, 650, 3)"
2541,Coppersmith,Data2/Coppersmith/[www.hbw.com][206]0804040173CoppersmithBarbetMegalaimahaemacephala.jpg,"(800, 533, 3)"
2542,Coppersmith,Data2/Coppersmith/[www.hbw.com][665]0804040173CoppersmithBarbetMegalaimahaemacephala.jpg,"(340, 227, 3)"
2543,Coppersmith,Data2/Coppersmith/[www.hbw.com][508]DSCF0329bewerkt-1.jpg,"(800, 569, 3)"
2544,Coppersmith,Data2/Coppersmith/[www.hbw.com][415]CoppersmithBarbet0.jpg,"(340, 510, 3)"
2545,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(47).jpeg,"(440, 660, 3)"
2546,Coppersmith,Data2/Coppersmith/[www.hbw.com][584]IMG2728copy.jpg,"(340, 426, 3)"
2547,Coppersmith,Data2/Coppersmith/[www.hbw.com][52]CSBarbt.jpg,"(330, 486, 3)"
2548,Coppersmith,Data2/Coppersmith/[www.hbw.com][309]coppersmithbarbetdsc5568.jpg,"(340, 412, 3)"
2549,Coppersmith,Data2/Coppersmith/[www.hbw.com][420]IMG5099.JPG,"(340, 510, 3)"
2550,Coppersmith,Data2/Coppersmith/[www.hbw.com][227]IMG8044S.jpg,"(340, 441, 3)"
2551,Coppersmith,Data2/Coppersmith/[www.hbw.com][623]IMG9624.JPG,"(800, 659, 3)"
2552,Coppersmith,Data2/Coppersmith/[www.hbw.com][505]Psilopogon-haemacephalus004.jpg,"(602, 800, 3)"
2553,Coppersmith,Data2/Coppersmith/[www.hbw.com][997]IMG46341.JPG,"(340, 453, 3)"
2554,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(227).jpeg,"(426, 640, 3)"
2555,Coppersmith,Data2/Coppersmith/[www.hbw.com][722]dsc054350.jpg,"(340, 537, 3)"
2556,Coppersmith,Data2/Coppersmith/[www.hbw.com][952]coppersmithbarbetdsc0143.jpg,"(340, 392, 3)"
2557,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(163).jpeg,"(600, 600, 3)"
2558,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(126).jpeg,"(445, 650, 3)"
2559,Coppersmith,Data2/Coppersmith/[www.hbw.com][567]CSBIBC3.jpg,"(340, 484, 3)"
2560,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(87).jpeg,"(504, 660, 3)"
2561,Coppersmith,Data2/Coppersmith/[www.hbw.com][262]dsc5857.jpg,"(340, 510, 3)"
2562,Coppersmith,Data2/Coppersmith/[www.hbw.com][361]DSCF0329bewerkt-1.jpg,"(340, 242, 3)"
2563,Coppersmith,Data2/Coppersmith/[www.hbw.com][298]CopperSmithBarbet.jpg,"(340, 248, 3)"
2564,Coppersmith,Data2/Coppersmith/[www.hbw.com][545]COPPERSMITHBARBETDGNG5.jpg,"(340, 453, 3)"
2565,Coppersmith,Data2/Coppersmith/[www.hbw.com][483]coppersmithbarbetdsc0143.jpg,"(340, 392, 3)"
2566,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(161).jpeg,"(480, 640, 3)"
2567,Coppersmith,Data2/Coppersmith/[www.hbw.com][254]3787coppersmithbarbetmegalaimahaemacephalabalurannpjavaindonesia2010072211200.jpg,"(728, 1000, 3)"
2568,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(124).jpeg,"(600, 635, 3)"
2569,Coppersmith,Data2/Coppersmith/[www.hbw.com][9]IMG0321.jpg,"(340, 511, 3)"
2570,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(225).jpeg,"(498, 589, 3)"
2571,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(78).jpeg,"(466, 660, 3)"
2572,Coppersmith,Data2/Coppersmith/[www.hbw.com][322]img17680.jpg,"(340, 379, 3)"
2573,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(85).jpeg,"(600, 467, 3)"
2574,Coppersmith,Data2/Coppersmith/[www.hbw.com][128]dsc06810.jpg,"(800, 702, 3)"
2575,Coppersmith,Data2/Coppersmith/[www.hbw.com][209]10604721101527613753212041619774360999454768o.jpg,"(673, 1000, 3)"
2576,Coppersmith,Data2/Coppersmith/[www.hbw.com][716]ar7q5935apsilopogonhaemacephalusindicus.jpg,"(533, 800, 3)"
2577,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(45).jpeg,"(536, 650, 3)"
2578,Coppersmith,Data2/Coppersmith/[www.hbw.com][711]IMG79900.jpg,"(340, 354, 3)"
2579,Coppersmith,Data2/Coppersmith/[www.hbw.com][984]Megalaimahaemacephala18india11JH.jpg,"(417, 600, 3)"
2580,Coppersmith,Data2/Coppersmith/[www.hbw.com][548]Psilopogon-haemacephalus001.jpg,"(602, 800, 3)"
2581,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(218).jpeg,"(600, 400, 3)"
2582,Coppersmith,Data2/Coppersmith/[www.hbw.com][85]IMG2036copy.jpg,"(340, 453, 3)"
2583,Coppersmith,Data2/Coppersmith/[www.hbw.com][869]dsc06813.jpg,"(340, 441, 3)"
2584,Coppersmith,Data2/Coppersmith/[www.hbw.com][132]0804040154CoppersmithBarbetMegalaimahaemacephala.jpg,"(340, 227, 3)"
2585,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(119).jpeg,"(485, 650, 3)"
2586,Coppersmith,Data2/Coppersmith/[www.hbw.com][644]152CopperSmithBarbetIMG2506.JPG,"(340, 572, 3)"
2587,Coppersmith,Data2/Coppersmith/[www.hbw.com][895]Megalaimahaemacephalaindica1.jpg,"(660, 876, 3)"
2588,Coppersmith,Data2/Coppersmith/[www.hbw.com][290]COPPERSMITHBARBET.jpg,"(340, 332, 3)"
2589,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(24).jpeg,"(565, 660, 3)"
2590,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(61).jpeg,"(600, 511, 3)"
2591,Coppersmith,Data2/Coppersmith/[www.hbw.com][88]IMG3766.jpg,"(340, 511, 3)"
2592,Coppersmith,Data2/Coppersmith/[www.hbw.com][829]coppersmithbarbetdsc0145.jpg,"(340, 517, 3)"
2593,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(178).jpeg,"(497, 650, 3)"
2594,Coppersmith,Data2/Coppersmith/[www.hbw.com][428]c223-psilopogonhaemacephalusroseus.jpg,"(340, 490, 3)"
2595,Coppersmith,Data2/Coppersmith/[www.hbw.com][702]CoppersmithBarbet1.jpg,"(340, 479, 3)"
2596,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(185).jpeg,"(480, 640, 3)"
2597,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(201).jpeg,"(496, 650, 3)"
2598,Coppersmith,Data2/Coppersmith/[www.hbw.com][611]Megalaimahaemacephala18india11JH.jpg,"(417, 600, 3)"
2599,Coppersmith,Data2/Coppersmith/[www.hbw.com][521]P1040522.jpg,"(800, 650, 3)"
2600,Coppersmith,Data2/Coppersmith/[www.hbw.com][846]IMG2036copy.jpg,"(340, 453, 3)"
2601,Coppersmith,Data2/Coppersmith/[www.hbw.com][17]3787coppersmithbarbetmegalaimahaemacephalabalurannpjavaindonesia2010072211200.jpg,"(728, 1000, 3)"
2602,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(145).jpeg,"(600, 490, 3)"
2603,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(100).jpeg,"(600, 640, 3)"
2604,Coppersmith,Data2/Coppersmith/[www.hbw.com][287]Psilopogon-haemacephalus002.jpg,"(602, 800, 3)"
2605,Coppersmith,Data2/Coppersmith/[www.hbw.com][603]DSC03929.JPG,"(331, 432, 3)"
2606,Coppersmith,Data2/Coppersmith/[www.hbw.com][424]Megalaimahaemacephala18india11JH.jpg,"(340, 489, 3)"
2607,Coppersmith,Data2/Coppersmith/[www.hbw.com][182]Picture847.jpg,"(340, 272, 3)"
2608,Coppersmith,Data2/Coppersmith/[www.hbw.com][170]coppersmithbarbetdsc5432.jpg,"(217, 640, 3)"
2609,Coppersmith,Data2/Coppersmith/[www.hbw.com][485]20130524-Ranthambore-026.jpg,"(800, 533, 3)"
2610,Coppersmith,Data2/Coppersmith/Coppersmith Barbet(19).jpeg,"(610, 392, 3)"
2611,Coppersmith,Data2/Coppersmith/[www.hbw.com][705]CSBIBC1.jpg,"(340, 470, 3)"
