,path to original,path to crop,startX,startY,endX,endY,confidence,width,height,class
3786,Data/Golden_backed_woodpecker/Black-rumped Flameback(146).jpeg,Cropped/Bird3617_3786.jpg,61.0,48.0,632.0,438.0,0.9778854250907898,660.0,454.0,Golden_backed_woodpecker
3787,Data/Golden_backed_woodpecker/Black-rumped Flameback(146).jpeg,Cropped/Bird3617_3787.jpg,67.0,45.0,285.0,240.0,0.6344882845878601,660.0,454.0,Golden_backed_woodpecker
3788,Data/Golden_backed_woodpecker/Greater Flameback(15).jpeg,Cropped/Bird3619_3788.jpg,258.0,115.0,521.0,480.0,0.9310957789421082,660.0,495.0,Golden_backed_woodpecker
3789,Data/Golden_backed_woodpecker/Greater Flameback(50).jpeg,Cropped/Bird3620_3789.jpg,131.0,92.0,461.0,475.0,0.9934113621711731,640.0,480.0,Golden_backed_woodpecker
3790,Data/Golden_backed_woodpecker/Black-rumped Flameback(18).jpeg,Cropped/Bird3621_3790.jpg,257.0,77.0,403.0,223.0,0.7085845470428467,660.0,495.0,Golden_backed_woodpecker
3791,Data/Golden_backed_woodpecker/Common Flameback(9).jpeg,Cropped/Bird3622_3791.jpg,107.0,25.0,427.0,594.0,0.7632874250411987,528.0,610.0,Golden_backed_woodpecker
3792,Data/Golden_backed_woodpecker/Greater Flameback(90).jpeg,Cropped/Bird3623_3792.jpg,13.0,32.0,446.0,539.0,0.9948753714561462,451.0,600.0,Golden_backed_woodpecker
3793,Data/Golden_backed_woodpecker/Greater Flameback(90).jpeg,Cropped/Bird3623_3793.jpg,256.0,171.0,440.0,567.0,0.2783879339694977,451.0,600.0,Golden_backed_woodpecker
3794,Data/Golden_backed_woodpecker/Common Flameback(27).jpeg,Cropped/Bird3624_3794.jpg,228.0,157.0,603.0,360.0,0.5046619772911072,650.0,433.0,Golden_backed_woodpecker
3795,Data/Golden_backed_woodpecker/Greater Flameback(28).jpeg,Cropped/Bird3625_3795.jpg,85.0,40.0,454.0,601.0,0.9950897693634033,489.0,610.0,Golden_backed_woodpecker
3796,Data/Golden_backed_woodpecker/Himalayan Flameback(8).jpeg,Cropped/Bird3626_3796.jpg,30.0,38.0,434.0,597.0,0.5541141033172607,465.0,600.0,Golden_backed_woodpecker
3797,Data/Golden_backed_woodpecker/Black-rumped Flameback(25).jpeg,Cropped/Bird3628_3797.jpg,99.0,120.0,263.0,419.0,0.990998387336731,660.0,440.0,Golden_backed_woodpecker
3798,Data/Golden_backed_woodpecker/Black-rumped Flameback(25).jpeg,Cropped/Bird3628_3798.jpg,123.0,107.0,246.0,217.0,0.837515652179718,660.0,440.0,Golden_backed_woodpecker
3799,Data/Golden_backed_woodpecker/Black-rumped Flameback(287).jpeg,Cropped/Bird3629_3799.jpg,149.0,75.0,365.0,543.0,0.5216396450996399,434.0,553.0,Golden_backed_woodpecker
3800,Data/Golden_backed_woodpecker/Black-rumped Flameback(186).jpeg,Cropped/Bird3630_3800.jpg,214.0,155.0,403.0,463.0,0.9984607696533203,650.0,488.0,Golden_backed_woodpecker
3801,Data/Golden_backed_woodpecker/Black-rumped Flameback(186).jpeg,Cropped/Bird3630_3801.jpg,0.0,75.0,208.0,472.0,0.27006253600120544,650.0,488.0,Golden_backed_woodpecker
3802,Data/Golden_backed_woodpecker/Black-rumped Flameback(62).jpeg,Cropped/Bird3631_3802.jpg,195.0,75.0,567.0,450.0,0.9998868703842163,660.0,495.0,Golden_backed_woodpecker
3803,Data/Golden_backed_woodpecker/Black-rumped Flameback(27).jpeg,Cropped/Bird3632_3803.jpg,38.0,58.0,394.0,609.0,0.8262979388237,458.0,610.0,Golden_backed_woodpecker
3804,Data/Golden_backed_woodpecker/Greater Flameback(92).jpeg,Cropped/Bird3633_3804.jpg,208.0,52.0,446.0,579.0,0.9757035970687866,564.0,593.0,Golden_backed_woodpecker
3805,Data/Golden_backed_woodpecker/Common Flameback(25).jpeg,Cropped/Bird3634_3805.jpg,86.0,94.0,227.0,403.0,0.8400653600692749,700.0,425.0,Golden_backed_woodpecker
3806,Data/Golden_backed_woodpecker/Black-rumped Flameback(278).jpeg,Cropped/Bird3635_3806.jpg,105.0,67.0,330.0,539.0,0.9996212720870972,425.0,583.0,Golden_backed_woodpecker
3807,Data/Golden_backed_woodpecker/Black-rumped Flameback(184).jpeg,Cropped/Bird3636_3807.jpg,204.0,74.0,541.0,374.0,0.9994447827339172,600.0,463.0,Golden_backed_woodpecker
3808,Data/Golden_backed_woodpecker/Black-rumped Flameback(179).jpeg,Cropped/Bird3637_3808.jpg,13.0,63.0,397.0,597.0,0.9997937083244324,400.0,600.0,Golden_backed_woodpecker
3809,Data/Golden_backed_woodpecker/Black-rumped Flameback(285).jpeg,Cropped/Bird3638_3809.jpg,0.0,18.0,268.0,540.0,0.7019557952880859,376.0,555.0,Golden_backed_woodpecker
3810,Data/Golden_backed_woodpecker/Black-rumped Flameback(144).jpeg,Cropped/Bird3639_3810.jpg,88.0,68.0,347.0,589.0,0.946010410785675,458.0,610.0,Golden_backed_woodpecker
3811,Data/Golden_backed_woodpecker/Black-rumped Flameback(245).jpeg,Cropped/Bird3641_3811.jpg,42.0,69.0,505.0,377.0,0.9998656511306763,640.0,475.0,Golden_backed_woodpecker
3812,Data/Golden_backed_woodpecker/Greater Flameback(103).jpeg,Cropped/Bird3642_3812.jpg,70.0,86.0,473.0,593.0,0.9998295307159424,496.0,600.0,Golden_backed_woodpecker
3813,Data/Golden_backed_woodpecker/Black-rumped Flameback(200).jpeg,Cropped/Bird3643_3813.jpg,172.0,97.0,357.0,599.0,0.7064157724380493,413.0,600.0,Golden_backed_woodpecker
3814,Data/Golden_backed_woodpecker/Common Flameback(18).jpeg,Cropped/Bird3644_3814.jpg,136.0,132.0,447.0,578.0,0.9271862506866455,494.0,580.0,Golden_backed_woodpecker
3815,Data/Golden_backed_woodpecker/Greater Flameback(17).jpeg,Cropped/Bird3645_3815.jpg,122.0,72.0,502.0,450.0,0.9988009929656982,660.0,467.0,Golden_backed_woodpecker
3816,Data/Golden_backed_woodpecker/Greater Flameback(52).jpeg,Cropped/Bird3646_3816.jpg,128.0,87.0,320.0,604.0,0.9939833283424377,508.0,610.0,Golden_backed_woodpecker
3817,Data/Golden_backed_woodpecker/Greater Flameback(52).jpeg,Cropped/Bird3646_3817.jpg,-2.0,394.0,119.0,611.0,0.7279074788093567,508.0,610.0,Golden_backed_woodpecker
3818,Data/Golden_backed_woodpecker/Black-rumped Flameback(261).jpeg,Cropped/Bird3647_3818.jpg,121.0,79.0,309.0,541.0,0.9926441311836243,482.0,600.0,Golden_backed_woodpecker
3819,Data/Golden_backed_woodpecker/Greater Flameback(127).jpeg,Cropped/Bird3648_3819.jpg,215.0,129.0,368.0,472.0,0.9548272490501404,590.0,525.0,Golden_backed_woodpecker
3820,Data/Golden_backed_woodpecker/Black-rumped Flameback(224).jpeg,Cropped/Bird3649_3820.jpg,154.0,90.0,379.0,582.0,0.9990105628967285,568.0,600.0,Golden_backed_woodpecker
3821,Data/Golden_backed_woodpecker/Black-rumped Flameback(160).jpeg,Cropped/Bird3650_3821.jpg,17.0,93.0,505.0,351.0,0.9995390176773071,660.0,371.0,Golden_backed_woodpecker
3822,Data/Golden_backed_woodpecker/Black-rumped Flameback(125).jpeg,Cropped/Bird3651_3822.jpg,9.0,19.0,314.0,451.0,0.5984755754470825,610.0,454.0,Golden_backed_woodpecker
3823,Data/Golden_backed_woodpecker/Greater Flameback(33).jpeg,Cropped/Bird3652_3823.jpg,44.0,47.0,436.0,547.0,0.9872602224349976,459.0,544.0,Golden_backed_woodpecker
3824,Data/Golden_backed_woodpecker/Greater Flameback(76).jpeg,Cropped/Bird3653_3824.jpg,123.0,75.0,502.0,448.0,0.9502745270729065,660.0,452.0,Golden_backed_woodpecker
3825,Data/Golden_backed_woodpecker/Greater Flameback(76).jpeg,Cropped/Bird3653_3825.jpg,10.0,114.0,352.0,457.0,0.269445538520813,660.0,452.0,Golden_backed_woodpecker
3826,Data/Golden_backed_woodpecker/Black-rumped Flameback(86).jpeg,Cropped/Bird3654_3826.jpg,101.0,95.0,542.0,445.0,0.859893262386322,640.0,480.0,Golden_backed_woodpecker
3827,Data/Golden_backed_woodpecker/Black-rumped Flameback(46).jpeg,Cropped/Bird3656_3827.jpg,350.0,61.0,511.0,474.0,0.9739335179328918,660.0,495.0,Golden_backed_woodpecker
3828,Data/Golden_backed_woodpecker/Black-rumped Flameback(46).jpeg,Cropped/Bird3656_3828.jpg,0.0,-9.0,379.0,495.0,0.2620910108089447,660.0,495.0,Golden_backed_woodpecker
3829,Data/Golden_backed_woodpecker/Black-rumped Flameback(118).jpeg,Cropped/Bird3657_3829.jpg,121.0,72.0,569.0,404.0,0.9999756813049316,660.0,531.0,Golden_backed_woodpecker
3830,Data/Golden_backed_woodpecker/Black-rumped Flameback(219).jpeg,Cropped/Bird3658_3830.jpg,35.0,27.0,430.0,572.0,0.995959460735321,458.0,600.0,Golden_backed_woodpecker
3831,Data/Golden_backed_woodpecker/Common Flameback(48).jpeg,Cropped/Bird3659_3831.jpg,31.0,34.0,578.0,382.0,0.9999231100082397,640.0,430.0,Golden_backed_woodpecker
3832,Data/Golden_backed_woodpecker/Greater Flameback(47).jpeg,Cropped/Bird3660_3832.jpg,89.0,78.0,346.0,582.0,0.9998868703842163,450.0,600.0,Golden_backed_woodpecker
3833,Data/Golden_backed_woodpecker/Black-rumped Flameback(114).jpeg,Cropped/Bird3661_3833.jpg,151.0,98.0,524.0,528.0,0.6530207395553589,659.0,530.0,Golden_backed_woodpecker
3834,Data/Golden_backed_woodpecker/Black-rumped Flameback(151).jpeg,Cropped/Bird3662_3834.jpg,71.0,53.0,557.0,473.0,0.9981194138526917,640.0,480.0,Golden_backed_woodpecker
3835,Data/Golden_backed_woodpecker/Black-rumped Flameback(3).jpeg,Cropped/Bird3663_3835.jpg,224.0,82.0,361.0,373.0,0.5646668076515198,660.0,499.0,Golden_backed_woodpecker
3836,Data/Golden_backed_woodpecker/Black-rumped Flameback(3).jpeg,Cropped/Bird3663_3836.jpg,210.0,83.0,342.0,233.0,0.26099616289138794,660.0,499.0,Golden_backed_woodpecker
3837,Data/Golden_backed_woodpecker/Black-rumped Flameback(215).jpeg,Cropped/Bird3664_3837.jpg,11.0,45.0,449.0,594.0,0.9957734942436218,450.0,600.0,Golden_backed_woodpecker
3838,Data/Golden_backed_woodpecker/Greater Flameback(116).jpeg,Cropped/Bird3665_3838.jpg,54.0,54.0,373.0,437.0,0.9968346953392029,640.0,483.0,Golden_backed_woodpecker
3839,Data/Golden_backed_woodpecker/Black-rumped Flameback(250).jpeg,Cropped/Bird3666_3839.jpg,141.0,62.0,296.0,455.0,0.9993177652359009,650.0,490.0,Golden_backed_woodpecker
3840,Data/Golden_backed_woodpecker/Greater Flameback(3).jpeg,Cropped/Bird3667_3840.jpg,211.0,158.0,343.0,438.0,0.9354897737503052,660.0,533.0,Golden_backed_woodpecker
3841,Data/Golden_backed_woodpecker/Black-rumped Flameback(228).jpeg,Cropped/Bird3668_3841.jpg,127.0,9.0,362.0,598.0,0.2985847592353821,464.0,600.0,Golden_backed_woodpecker
3842,Data/Golden_backed_woodpecker/Black-rumped Flameback(191).jpeg,Cropped/Bird3669_3842.jpg,26.0,81.0,454.0,583.0,0.9995465874671936,464.0,600.0,Golden_backed_woodpecker
3843,Data/Golden_backed_woodpecker/Black-rumped Flameback(129).jpeg,Cropped/Bird3670_3843.jpg,7.0,34.0,647.0,458.0,0.46181800961494446,660.0,460.0,Golden_backed_woodpecker
3844,Data/Golden_backed_woodpecker/Black-rumped Flameback(290).jpeg,Cropped/Bird3671_3844.jpg,71.0,27.0,259.0,522.0,0.958884596824646,394.0,550.0,Golden_backed_woodpecker
3845,Data/Golden_backed_woodpecker/Black-rumped Flameback(32).jpeg,Cropped/Bird3672_3845.jpg,-3.0,34.0,613.0,478.0,0.9927581548690796,660.0,479.0,Golden_backed_woodpecker
3846,Data/Golden_backed_woodpecker/Black-rumped Flameback(77).jpeg,Cropped/Bird3673_3846.jpg,143.0,40.0,387.0,533.0,0.9997087121009827,488.0,600.0,Golden_backed_woodpecker
3847,Data/Golden_backed_woodpecker/Common Flameback(30).jpeg,Cropped/Bird3674_3847.jpg,1.0,42.0,308.0,577.0,0.9701638221740723,383.0,600.0,Golden_backed_woodpecker
3848,Data/Golden_backed_woodpecker/Common Flameback(30).jpeg,Cropped/Bird3674_3848.jpg,100.0,51.0,275.0,354.0,0.38210564851760864,383.0,600.0,Golden_backed_woodpecker
3849,Data/Golden_backed_woodpecker/Greater Flameback(87).jpeg,Cropped/Bird3675_3849.jpg,139.0,128.0,428.0,472.0,0.9895856976509094,600.0,600.0,Golden_backed_woodpecker
3850,Data/Golden_backed_woodpecker/Black-rumped Flameback(148).jpeg,Cropped/Bird3676_3850.jpg,131.0,51.0,406.0,590.0,0.9995954632759094,519.0,600.0,Golden_backed_woodpecker
3851,Data/Golden_backed_woodpecker/Himalayan Flameback(12).jpeg,Cropped/Bird3677_3851.jpg,138.0,113.0,619.0,445.0,0.9931261539459229,641.0,503.0,Golden_backed_woodpecker
3852,Data/Golden_backed_woodpecker/Black-rumped Flameback(249).jpeg,Cropped/Bird3678_3852.jpg,99.0,29.0,558.0,514.0,0.9994791150093079,650.0,561.0,Golden_backed_woodpecker
3853,Data/Golden_backed_woodpecker/Black-rumped Flameback(249).jpeg,Cropped/Bird3678_3853.jpg,422.0,48.0,544.0,300.0,0.5094480514526367,650.0,561.0,Golden_backed_woodpecker
3854,Data/Golden_backed_woodpecker/Common Flameback(51).jpeg,Cropped/Bird3679_3854.jpg,130.0,73.0,425.0,574.0,0.9996607303619385,552.0,600.0,Golden_backed_woodpecker
3855,Data/Golden_backed_woodpecker/Common Flameback(14).jpeg,Cropped/Bird3680_3855.jpg,133.0,39.0,568.0,569.0,0.9997984766960144,660.0,596.0,Golden_backed_woodpecker
3856,Data/Golden_backed_woodpecker/Common Flameback(7).jpeg,Cropped/Bird3681_3856.jpg,151.0,6.0,557.0,499.0,0.7004677057266235,660.0,499.0,Golden_backed_woodpecker
3857,Data/Golden_backed_woodpecker/Black-rumped Flameback(16).jpeg,Cropped/Bird3682_3857.jpg,102.0,68.0,614.0,278.0,0.9964499473571777,660.0,440.0,Golden_backed_woodpecker
3858,Data/Golden_backed_woodpecker/Black-rumped Flameback(53).jpeg,Cropped/Bird3683_3858.jpg,57.0,57.0,274.0,603.0,0.9994975328445435,371.0,610.0,Golden_backed_woodpecker
3859,Data/Golden_backed_woodpecker/Greater Flameback(63).jpeg,Cropped/Bird3684_3859.jpg,218.0,92.0,587.0,457.0,0.8527056574821472,650.0,460.0,Golden_backed_woodpecker
3860,Data/Golden_backed_woodpecker/Greater Flameback(26).jpeg,Cropped/Bird3685_3860.jpg,171.0,63.0,582.0,545.0,0.9179612398147583,631.0,600.0,Golden_backed_woodpecker
3861,Data/Golden_backed_woodpecker/Greater Flameback(26).jpeg,Cropped/Bird3685_3861.jpg,159.0,55.0,414.0,417.0,0.7384524345397949,631.0,600.0,Golden_backed_woodpecker
3862,Data/Golden_backed_woodpecker/Himalayan Flameback(6).jpeg,Cropped/Bird3686_3862.jpg,153.0,107.0,625.0,483.0,0.9998719692230225,650.0,488.0,Golden_backed_woodpecker
3863,Data/Golden_backed_woodpecker/Black-rumped Flameback(93).jpeg,Cropped/Bird3687_3863.jpg,127.0,92.0,274.0,211.0,0.5726105570793152,529.0,600.0,Golden_backed_woodpecker
3864,Data/Golden_backed_woodpecker/Black-rumped Flameback(93).jpeg,Cropped/Bird3687_3864.jpg,165.0,97.0,302.0,523.0,0.49628105759620667,529.0,600.0,Golden_backed_woodpecker
3865,Data/Golden_backed_woodpecker/Common Flameback(29).jpeg,Cropped/Bird3688_3865.jpg,80.0,37.0,343.0,577.0,0.994941771030426,445.0,600.0,Golden_backed_woodpecker
3866,Data/Golden_backed_woodpecker/Black-rumped Flameback(188).jpeg,Cropped/Bird3689_3866.jpg,77.0,19.0,292.0,577.0,0.9898751378059387,424.0,600.0,Golden_backed_woodpecker
3867,Data/Golden_backed_woodpecker/Black-rumped Flameback(231).jpeg,Cropped/Bird3690_3867.jpg,130.0,80.0,482.0,478.0,0.9998230338096619,650.0,500.0,Golden_backed_woodpecker
3868,Data/Golden_backed_woodpecker/Greater Flameback(132).jpeg,Cropped/Bird3691_3868.jpg,5.0,9.0,600.0,476.0,0.6349191069602966,610.0,504.0,Golden_backed_woodpecker
3869,Data/Golden_backed_woodpecker/Black-rumped Flameback(274).jpeg,Cropped/Bird3692_3869.jpg,261.0,80.0,602.0,410.0,0.9996432065963745,648.0,432.0,Golden_backed_woodpecker
3870,Data/Golden_backed_woodpecker/Black-rumped Flameback(289).jpeg,Cropped/Bird3693_3870.jpg,80.0,131.0,292.0,464.0,0.9990422129631042,394.0,500.0,Golden_backed_woodpecker
3871,Data/Golden_backed_woodpecker/Black-rumped Flameback(289).jpeg,Cropped/Bird3693_3871.jpg,124.0,128.0,287.0,234.0,0.3988010585308075,394.0,500.0,Golden_backed_woodpecker
3872,Data/Golden_backed_woodpecker/Black-rumped Flameback(130).jpeg,Cropped/Bird3694_3872.jpg,230.0,64.0,486.0,586.0,0.9925306439399719,508.0,610.0,Golden_backed_woodpecker
3873,Data/Golden_backed_woodpecker/Black-rumped Flameback(175).jpeg,Cropped/Bird3695_3873.jpg,80.0,77.0,395.0,595.0,0.9970666766166687,400.0,600.0,Golden_backed_woodpecker
3874,Data/Golden_backed_woodpecker/Black-rumped Flameback(91).jpeg,Cropped/Bird3696_3874.jpg,154.0,79.0,344.0,584.0,0.94178307056427,450.0,600.0,Golden_backed_woodpecker
3875,Data/Golden_backed_woodpecker/Black-rumped Flameback(29).jpeg,Cropped/Bird3697_3875.jpg,78.0,51.0,426.0,481.0,0.9443138241767883,660.0,581.0,Golden_backed_woodpecker
3876,Data/Golden_backed_woodpecker/Himalayan Flameback(4).jpeg,Cropped/Bird3698_3876.jpg,71.0,8.0,581.0,470.0,0.9969960451126099,660.0,495.0,Golden_backed_woodpecker
3877,Data/Golden_backed_woodpecker/Greater Flameback(61).jpeg,Cropped/Bird3699_3877.jpg,72.0,113.0,399.0,576.0,0.9980168342590332,588.0,600.0,Golden_backed_woodpecker
3878,Data/Golden_backed_woodpecker/Greater Flameback(24).jpeg,Cropped/Bird3700_3878.jpg,104.0,82.0,340.0,535.0,0.9998332262039185,395.0,610.0,Golden_backed_woodpecker
3879,Data/Golden_backed_woodpecker/Black-rumped Flameback(132).jpeg,Cropped/Bird3701_3879.jpg,121.0,60.0,335.0,554.0,0.9909385442733765,478.0,600.0,Golden_backed_woodpecker
3880,Data/Golden_backed_woodpecker/Black-rumped Flameback(177).jpeg,Cropped/Bird3702_3880.jpg,128.0,97.0,642.0,303.0,0.9966801404953003,660.0,450.0,Golden_backed_woodpecker
3881,Data/Golden_backed_woodpecker/Black-rumped Flameback(233).jpeg,Cropped/Bird3703_3881.jpg,101.0,35.0,391.0,513.0,0.3085072934627533,650.0,521.0,Golden_backed_woodpecker
3882,Data/Golden_backed_woodpecker/Greater Flameback(130).jpeg,Cropped/Bird3704_3882.jpg,125.0,199.0,291.0,560.0,0.9148151874542236,420.0,624.0,Golden_backed_woodpecker
3883,Data/Golden_backed_woodpecker/Greater Flameback(130).jpeg,Cropped/Bird3704_3883.jpg,120.0,167.0,275.0,290.0,0.8558743000030518,420.0,624.0,Golden_backed_woodpecker
3884,Data/Golden_backed_woodpecker/Black-rumped Flameback(276).jpeg,Cropped/Bird3705_3884.jpg,70.0,161.0,347.0,472.0,0.9865257740020752,450.0,600.0,Golden_backed_woodpecker
3885,Data/Golden_backed_woodpecker/Himalayan Flameback(10).jpeg,Cropped/Bird3706_3885.jpg,109.0,198.0,286.0,569.0,0.9994582533836365,421.0,600.0,Golden_backed_woodpecker
3886,Data/Golden_backed_woodpecker/Black-rumped Flameback(14).jpeg,Cropped/Bird3707_3886.jpg,70.0,15.0,603.0,436.0,0.8274472951889038,660.0,440.0,Golden_backed_woodpecker
3887,Data/Golden_backed_woodpecker/Black-rumped Flameback(51).jpeg,Cropped/Bird3708_3887.jpg,245.0,54.0,440.0,439.0,0.9844992756843567,660.0,454.0,Golden_backed_woodpecker
3888,Data/Golden_backed_woodpecker/Greater Flameback(19).jpeg,Cropped/Bird3709_3888.jpg,274.0,115.0,438.0,325.0,0.9872428178787231,660.0,493.0,Golden_backed_woodpecker
3889,Data/Golden_backed_woodpecker/Common Flameback(53).jpeg,Cropped/Bird3710_3889.jpg,51.0,119.0,206.0,567.0,0.30944836139678955,382.0,579.0,Golden_backed_woodpecker
3890,Data/Golden_backed_woodpecker/Common Flameback(16).jpeg,Cropped/Bird3711_3890.jpg,248.0,50.0,531.0,389.0,0.9912410378456116,640.0,427.0,Golden_backed_woodpecker
3891,Data/Golden_backed_woodpecker/Common Flameback(5).jpeg,Cropped/Bird3712_3891.jpg,103.0,99.0,398.0,533.0,0.9925919771194458,437.0,610.0,Golden_backed_woodpecker
3892,Data/Golden_backed_woodpecker/Black-rumped Flameback(292).jpeg,Cropped/Bird3713_3892.jpg,44.0,31.0,586.0,335.0,0.9992508292198181,600.0,464.0,Golden_backed_woodpecker
3893,Data/Golden_backed_woodpecker/Black-rumped Flameback(193).jpeg,Cropped/Bird3714_3893.jpg,65.0,48.0,591.0,594.0,0.9997172951698303,635.0,600.0,Golden_backed_woodpecker
3894,Data/Golden_backed_woodpecker/Greater Flameback(1).jpeg,Cropped/Bird3715_3894.jpg,170.0,165.0,344.0,463.0,0.8783673048019409,511.0,601.0,Golden_backed_woodpecker
3895,Data/Golden_backed_woodpecker/Greater Flameback(1).jpeg,Cropped/Bird3715_3895.jpg,107.0,6.0,508.0,599.0,0.42164701223373413,511.0,601.0,Golden_backed_woodpecker
3896,Data/Golden_backed_woodpecker/Greater Flameback(129).jpeg,Cropped/Bird3716_3896.jpg,258.0,88.0,378.0,422.0,0.4605790972709656,589.0,461.0,Golden_backed_woodpecker
3897,Data/Golden_backed_woodpecker/Black-rumped Flameback(88).jpeg,Cropped/Bird3717_3897.jpg,118.0,172.0,251.0,517.0,0.9628704190254211,450.0,600.0,Golden_backed_woodpecker
3898,Data/Golden_backed_woodpecker/Common Flameback(32).jpeg,Cropped/Bird3718_3898.jpg,75.0,132.0,430.0,569.0,0.9565879702568054,488.0,600.0,Golden_backed_woodpecker
3899,Data/Golden_backed_woodpecker/Greater Flameback(85).jpeg,Cropped/Bird3719_3899.jpg,125.0,90.0,301.0,483.0,0.9801401495933533,400.0,600.0,Golden_backed_woodpecker
3900,Data/Golden_backed_woodpecker/Greater Flameback(78).jpeg,Cropped/Bird3720_3900.jpg,84.0,130.0,251.0,506.0,0.9921314120292664,400.0,600.0,Golden_backed_woodpecker
3901,Data/Golden_backed_woodpecker/Black-rumped Flameback(30).jpeg,Cropped/Bird3721_3901.jpg,122.0,114.0,503.0,595.0,0.9958920478820801,527.0,600.0,Golden_backed_woodpecker
3902,Data/Golden_backed_woodpecker/Black-rumped Flameback(75).jpeg,Cropped/Bird3722_3902.jpg,271.0,63.0,666.0,489.0,0.8617079257965088,660.0,495.0,Golden_backed_woodpecker
3903,Data/Golden_backed_woodpecker/Black-rumped Flameback(75).jpeg,Cropped/Bird3722_3903.jpg,291.0,90.0,470.0,174.0,0.7557821869850159,660.0,495.0,Golden_backed_woodpecker
3904,Data/Golden_backed_woodpecker/Black-rumped Flameback(75).jpeg,Cropped/Bird3722_3904.jpg,286.0,94.0,486.0,420.0,0.445027619600296,660.0,495.0,Golden_backed_woodpecker
3905,Data/Golden_backed_woodpecker/Greater Flameback(45).jpeg,Cropped/Bird3723_3905.jpg,21.0,10.0,356.0,568.0,0.9559664130210876,450.0,600.0,Golden_backed_woodpecker
3906,Data/Golden_backed_woodpecker/Black-rumped Flameback(48).jpeg,Cropped/Bird3724_3906.jpg,220.0,81.0,508.0,583.0,0.9969852566719055,660.0,610.0,Golden_backed_woodpecker
3907,Data/Golden_backed_woodpecker/Black-rumped Flameback(48).jpeg,Cropped/Bird3724_3907.jpg,218.0,91.0,383.0,206.0,0.3512096405029297,660.0,610.0,Golden_backed_woodpecker
3908,Data/Golden_backed_woodpecker/Black-rumped Flameback(217).jpeg,Cropped/Bird3725_3908.jpg,99.0,120.0,491.0,575.0,0.8395283818244934,579.0,600.0,Golden_backed_woodpecker
3909,Data/Golden_backed_woodpecker/Black-rumped Flameback(252).jpeg,Cropped/Bird3727_3909.jpg,124.0,61.0,438.0,532.0,0.9968292117118835,515.0,599.0,Golden_backed_woodpecker
3910,Data/Golden_backed_woodpecker/Black-rumped Flameback(1).jpeg,Cropped/Bird3728_3910.jpg,72.0,27.0,298.0,577.0,0.8412880897521973,407.0,610.0,Golden_backed_woodpecker
3911,Data/Golden_backed_woodpecker/Black-rumped Flameback(116).jpeg,Cropped/Bird3729_3911.jpg,27.0,78.0,478.0,446.0,0.9999104738235474,660.0,466.0,Golden_backed_woodpecker
3912,Data/Golden_backed_woodpecker/Black-rumped Flameback(153).jpeg,Cropped/Bird3730_3912.jpg,97.0,66.0,388.0,601.0,0.9996770620346069,458.0,610.0,Golden_backed_woodpecker
3913,Data/Golden_backed_woodpecker/Greater Flameback(39).jpeg,Cropped/Bird3731_3913.jpg,132.0,80.0,359.0,589.0,0.9775953888893127,587.0,600.0,Golden_backed_woodpecker
3914,Data/Golden_backed_woodpecker/Black-rumped Flameback(34).jpeg,Cropped/Bird3732_3914.jpg,265.0,111.0,636.0,491.0,0.5543851852416992,660.0,495.0,Golden_backed_woodpecker
3915,Data/Golden_backed_woodpecker/Black-rumped Flameback(34).jpeg,Cropped/Bird3732_3915.jpg,341.0,84.0,513.0,193.0,0.4201655089855194,660.0,495.0,Golden_backed_woodpecker
3916,Data/Golden_backed_woodpecker/Black-rumped Flameback(71).jpeg,Cropped/Bird3733_3916.jpg,9.0,110.0,249.0,554.0,0.9626017212867737,457.0,600.0,Golden_backed_woodpecker
3917,Data/Golden_backed_woodpecker/Common Flameback(36).jpeg,Cropped/Bird3734_3917.jpg,18.0,80.0,535.0,507.0,0.9669267535209656,590.0,511.0,Golden_backed_woodpecker
3918,Data/Golden_backed_woodpecker/Greater Flameback(81).jpeg,Cropped/Bird3735_3918.jpg,141.0,93.0,425.0,547.0,0.9945481419563293,500.0,594.0,Golden_backed_woodpecker
3919,Data/Golden_backed_woodpecker/Black-rumped Flameback(197).jpeg,Cropped/Bird3736_3919.jpg,241.0,23.0,493.0,467.0,0.9799662232398987,640.0,480.0,Golden_backed_woodpecker
3920,Data/Golden_backed_woodpecker/Greater Flameback(5).jpeg,Cropped/Bird3737_3920.jpg,192.0,16.0,404.0,458.0,0.7925595641136169,660.0,470.0,Golden_backed_woodpecker
3921,Data/Golden_backed_woodpecker/Black-rumped Flameback(5).jpeg,Cropped/Bird3739_3921.jpg,7.0,38.0,645.0,519.0,0.9201734066009521,660.0,520.0,Golden_backed_woodpecker
3922,Data/Golden_backed_woodpecker/Black-rumped Flameback(112).jpeg,Cropped/Bird3740_3922.jpg,12.0,11.0,438.0,596.0,0.8163960576057434,450.0,600.0,Golden_backed_woodpecker
3923,Data/Golden_backed_woodpecker/Black-rumped Flameback(157).jpeg,Cropped/Bird3741_3923.jpg,27.0,128.0,356.0,334.0,0.9597775936126709,660.0,491.0,Golden_backed_woodpecker
3924,Data/Golden_backed_woodpecker/Black-rumped Flameback(157).jpeg,Cropped/Bird3741_3924.jpg,396.0,147.0,556.0,345.0,0.4443833827972412,660.0,491.0,Golden_backed_woodpecker
3925,Data/Golden_backed_woodpecker/Black-rumped Flameback(213).jpeg,Cropped/Bird3742_3925.jpg,87.0,40.0,320.0,595.0,0.8318427801132202,506.0,600.0,Golden_backed_woodpecker
